airport,carrier,carrier_name,month,airport_name
FAT,AS,Alaska Airlines Inc.,6,"Fresno, CA: Fresno Yosemite International"
FLL,AS,Alaska Airlines Inc.,6,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
GEG,AS,Alaska Airlines Inc.,6,"Spokane, WA: Spokane International"
GST,AS,Alaska Airlines Inc.,6,"Gustavus, AK: Gustavus Airport"
HNL,AS,Alaska Airlines Inc.,6,"Honolulu, HI: Daniel K Inouye International"
IAD,AS,Alaska Airlines Inc.,6,"Washington, DC: Washington Dulles International"
IAH,AS,Alaska Airlines Inc.,6,"Houston, TX: George Bush Intercontinental/Houston"
IND,AS,Alaska Airlines Inc.,6,"Indianapolis, IN: Indianapolis International"
JAC,AS,Alaska Airlines Inc.,6,"Jackson, WY: Jackson Hole"
JFK,AS,Alaska Airlines Inc.,6,"New York, NY: John F. Kennedy International"
JNU,AS,Alaska Airlines Inc.,6,"Juneau, AK: Juneau International"
KOA,AS,Alaska Airlines Inc.,6,"Kona, HI: Ellison Onizuka Kona International at Keahole"
KTN,AS,Alaska Airlines Inc.,6,"Ketchikan, AK: Ketchikan International"
LAS,AS,Alaska Airlines Inc.,6,"Las Vegas, NV: Harry Reid International"
LAX,AS,Alaska Airlines Inc.,6,"Los Angeles, CA: Los Angeles International"
LIH,AS,Alaska Airlines Inc.,6,"Lihue, HI: Lihue Airport"
MCI,AS,Alaska Airlines Inc.,6,"Kansas City, MO: Kansas City International"
MCO,AS,Alaska Airlines Inc.,6,"Orlando, FL: Orlando International"
MIA,AS,Alaska Airlines Inc.,6,"Miami, FL: Miami International"
MKE,AS,Alaska Airlines Inc.,6,"Milwaukee, WI: General Mitchell International"
MSP,AS,Alaska Airlines Inc.,6,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,AS,Alaska Airlines Inc.,6,"New Orleans, LA: Louis Armstrong New Orleans International"
OAK,AS,Alaska Airlines Inc.,6,"Oakland, CA: Metro Oakland International"
OGG,AS,Alaska Airlines Inc.,6,"Kahului, HI: Kahului Airport"
OKC,AS,Alaska Airlines Inc.,6,"Oklahoma City, OK: Will Rogers World"
OMA,AS,Alaska Airlines Inc.,6,"Omaha, NE: Eppley Airfield"
OME,AS,Alaska Airlines Inc.,6,"Nome, AK: Nome Airport"
ONT,AS,Alaska Airlines Inc.,6,"Ontario, CA: Ontario International"
ORD,AS,Alaska Airlines Inc.,6,"Chicago, IL: Chicago O'Hare International"
OTZ,AS,Alaska Airlines Inc.,6,"Kotzebue, AK: Ralph Wien Memorial"
PAE,AS,Alaska Airlines Inc.,6,"Everett, WA: Snohomish County"
PDX,AS,Alaska Airlines Inc.,6,"Portland, OR: Portland International"
PHL,AS,Alaska Airlines Inc.,6,"Philadelphia, PA: Philadelphia International"
PHX,AS,Alaska Airlines Inc.,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,AS,Alaska Airlines Inc.,6,"Pittsburgh, PA: Pittsburgh International"
PSC,AS,Alaska Airlines Inc.,6,"Pasco/Kennewick/Richland, WA: Tri Cities"
PSG,AS,Alaska Airlines Inc.,6,"Petersburg, AK: Petersburg James A Johnson"
PSP,AS,Alaska Airlines Inc.,6,"Palm Springs, CA: Palm Springs International"
RDM,AS,Alaska Airlines Inc.,6,"Bend/Redmond, OR: Roberts Field"
RDU,AS,Alaska Airlines Inc.,6,"Raleigh/Durham, NC: Raleigh-Durham International"
RNO,AS,Alaska Airlines Inc.,6,"Reno, NV: Reno/Tahoe International"
RSW,AS,Alaska Airlines Inc.,6,"Fort Myers, FL: Southwest Florida International"
SAN,AS,Alaska Airlines Inc.,6,"San Diego, CA: San Diego International"
SAT,AS,Alaska Airlines Inc.,6,"San Antonio, TX: San Antonio International"
SBA,AS,Alaska Airlines Inc.,6,"Santa Barbara, CA: Santa Barbara Municipal"
SCC,AS,Alaska Airlines Inc.,6,"Deadhorse, AK: Deadhorse Airport"
SEA,AS,Alaska Airlines Inc.,6,"Seattle, WA: Seattle/Tacoma International"
SFO,AS,Alaska Airlines Inc.,6,"San Francisco, CA: San Francisco International"
SIT,AS,Alaska Airlines Inc.,6,"Sitka, AK: Sitka Rocky Gutierrez"
SJC,AS,Alaska Airlines Inc.,6,"San Jose, CA: Norman Y. Mineta San Jose International"
SLC,AS,Alaska Airlines Inc.,6,"Salt Lake City, UT: Salt Lake City International"
SMF,AS,Alaska Airlines Inc.,6,"Sacramento, CA: Sacramento International"
SNA,AS,Alaska Airlines Inc.,6,"Santa Ana, CA: John Wayne Airport-Orange County"
STL,AS,Alaska Airlines Inc.,6,"St. Louis, MO: St Louis Lambert International"
STS,AS,Alaska Airlines Inc.,6,"Santa Rosa, CA: Charles M. Schulz - Sonoma County"
TPA,AS,Alaska Airlines Inc.,6,"Tampa, FL: Tampa International"
TUS,AS,Alaska Airlines Inc.,6,"Tucson, AZ: Tucson International"
WRG,AS,Alaska Airlines Inc.,6,"Wrangell, AK: Wrangell Airport"
YAK,AS,Alaska Airlines Inc.,6,"Yakutat, AK: Yakutat Airport"
ABQ,B6,JetBlue Airways,6,"Albuquerque, NM: Albuquerque International Sunport"
ACK,B6,JetBlue Airways,6,"Nantucket, MA: Nantucket Memorial"
ALB,B6,JetBlue Airways,6,"Albany, NY: Albany International"
ATL,B6,JetBlue Airways,6,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,B6,JetBlue Airways,6,"Austin, TX: Austin - Bergstrom International"
AVL,B6,JetBlue Airways,6,"Asheville, NC: Asheville Regional"
BDL,B6,JetBlue Airways,6,"Hartford, CT: Bradley International"
BNA,B6,JetBlue Airways,6,"Nashville, TN: Nashville International"
BOS,B6,JetBlue Airways,6,"Boston, MA: Logan International"
BQN,B6,JetBlue Airways,6,"Aguadilla, PR: Rafael Hernandez"
BTV,B6,JetBlue Airways,6,"Burlington, VT: Burlington International"
BUF,B6,JetBlue Airways,6,"Buffalo, NY: Buffalo Niagara International"
BUR,B6,JetBlue Airways,6,"Burbank, CA: Bob Hope"
BWI,B6,JetBlue Airways,6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,B6,JetBlue Airways,6,"Bozeman, MT: Bozeman Yellowstone International"
CHS,B6,JetBlue Airways,6,"Charleston, SC: Charleston AFB/International"
CLE,B6,JetBlue Airways,6,"Cleveland, OH: Cleveland-Hopkins International"
CLT,B6,JetBlue Airways,6,"Charlotte, NC: Charlotte Douglas International"
DCA,B6,JetBlue Airways,6,"Washington, DC: Ronald Reagan Washington National"
DEN,B6,JetBlue Airways,6,"Denver, CO: Denver International"
DFW,B6,JetBlue Airways,6,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DTW,B6,JetBlue Airways,6,"Detroit, MI: Detroit Metro Wayne County"
EWR,B6,JetBlue Airways,6,"Newark, NJ: Newark Liberty International"
FLL,B6,JetBlue Airways,6,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
HPN,B6,JetBlue Airways,6,"White Plains, NY: Westchester County"
HYA,B6,JetBlue Airways,6,"Hyannis, MA: Cape Cod Gateway"
IAH,B6,JetBlue Airways,6,"Houston, TX: George Bush Intercontinental/Houston"
JAX,B6,JetBlue Airways,6,"Jacksonville, FL: Jacksonville International"
JFK,B6,JetBlue Airways,6,"New York, NY: John F. Kennedy International"
LAS,B6,JetBlue Airways,6,"Las Vegas, NV: Harry Reid International"
LAX,B6,JetBlue Airways,6,"Los Angeles, CA: Los Angeles International"
LGA,B6,JetBlue Airways,6,"New York, NY: LaGuardia"
MCI,B6,JetBlue Airways,6,"Kansas City, MO: Kansas City International"
MCO,B6,JetBlue Airways,6,"Orlando, FL: Orlando International"
MIA,B6,JetBlue Airways,6,"Miami, FL: Miami International"
MKE,B6,JetBlue Airways,6,"Milwaukee, WI: General Mitchell International"
MSP,B6,JetBlue Airways,6,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,B6,JetBlue Airways,6,"New Orleans, LA: Louis Armstrong New Orleans International"
MVY,B6,JetBlue Airways,6,"Martha's Vineyard, MA: Martha's Vineyard Airport"
ONT,B6,JetBlue Airways,6,"Ontario, CA: Ontario International"
ORD,B6,JetBlue Airways,6,"Chicago, IL: Chicago O'Hare International"
ORH,B6,JetBlue Airways,6,"Worcester, MA: Worcester Regional"
PBI,B6,JetBlue Airways,6,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,B6,JetBlue Airways,6,"Portland, OR: Portland International"
PHL,B6,JetBlue Airways,6,"Philadelphia, PA: Philadelphia International"
PHX,B6,JetBlue Airways,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,B6,JetBlue Airways,6,"Pittsburgh, PA: Pittsburgh International"
PSE,B6,JetBlue Airways,6,"Ponce, PR: Mercedita"
PVD,B6,JetBlue Airways,6,"Providence, RI: Rhode Island Tf Green International"
PWM,B6,JetBlue Airways,6,"Portland, ME: Portland International Jetport"
RDU,B6,JetBlue Airways,6,"Raleigh/Durham, NC: Raleigh-Durham International"
RIC,B6,JetBlue Airways,6,"Richmond, VA: Richmond International"
RNO,B6,JetBlue Airways,6,"Reno, NV: Reno/Tahoe International"
ROC,B6,JetBlue Airways,6,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RSW,B6,JetBlue Airways,6,"Fort Myers, FL: Southwest Florida International"
SAN,B6,JetBlue Airways,6,"San Diego, CA: San Diego International"
SAT,B6,JetBlue Airways,6,"San Antonio, TX: San Antonio International"
SAV,B6,JetBlue Airways,6,"Savannah, GA: Savannah/Hilton Head International"
SEA,B6,JetBlue Airways,6,"Seattle, WA: Seattle/Tacoma International"
SFO,B6,JetBlue Airways,6,"San Francisco, CA: San Francisco International"
SJC,B6,JetBlue Airways,6,"San Jose, CA: Norman Y. Mineta San Jose International"
SJU,B6,JetBlue Airways,6,"San Juan, PR: Luis Munoz Marin International"
SLC,B6,JetBlue Airways,6,"Salt Lake City, UT: Salt Lake City International"
SMF,B6,JetBlue Airways,6,"Sacramento, CA: Sacramento International"
SRQ,B6,JetBlue Airways,6,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STT,B6,JetBlue Airways,6,"Charlotte Amalie, VI: Cyril E King"
SYR,B6,JetBlue Airways,6,"Syracuse, NY: Syracuse Hancock International"
TPA,B6,JetBlue Airways,6,"Tampa, FL: Tampa International"
ABQ,DL,Delta Air Lines Inc.,6,"Albuquerque, NM: Albuquerque International Sunport"
ALB,DL,Delta Air Lines Inc.,6,"Albany, NY: Albany International"
ANC,DL,Delta Air Lines Inc.,6,"Anchorage, AK: Ted Stevens Anchorage International"
ATL,DL,Delta Air Lines Inc.,6,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
ATW,DL,Delta Air Lines Inc.,6,"Appleton, WI: Appleton International"
AUS,DL,Delta Air Lines Inc.,6,"Austin, TX: Austin - Bergstrom International"
AVL,DL,Delta Air Lines Inc.,6,"Asheville, NC: Asheville Regional"
BDL,DL,Delta Air Lines Inc.,6,"Hartford, CT: Bradley International"
BHM,DL,Delta Air Lines Inc.,6,"Birmingham, AL: Birmingham-Shuttlesworth International"
BIL,DL,Delta Air Lines Inc.,6,"Billings, MT: Billings Logan International"
BIS,DL,Delta Air Lines Inc.,6,"Bismarck/Mandan, ND: Bismarck Municipal"
BNA,DL,Delta Air Lines Inc.,6,"Nashville, TN: Nashville International"
BOI,DL,Delta Air Lines Inc.,6,"Boise, ID: Boise Air Terminal"
BOS,DL,Delta Air Lines Inc.,6,"Boston, MA: Logan International"
BTR,DL,Delta Air Lines Inc.,6,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
BTV,DL,Delta Air Lines Inc.,6,"Burlington, VT: Burlington International"
BUF,DL,Delta Air Lines Inc.,6,"Buffalo, NY: Buffalo Niagara International"
BWI,DL,Delta Air Lines Inc.,6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,DL,Delta Air Lines Inc.,6,"Bozeman, MT: Bozeman Yellowstone International"
CAE,DL,Delta Air Lines Inc.,6,"Columbia, SC: Columbia Metropolitan"
CHA,DL,Delta Air Lines Inc.,6,"Chattanooga, TN: Lovell Field"
CHO,DL,Delta Air Lines Inc.,6,"Charlottesville, VA: Charlottesville Albemarle"
CHS,DL,Delta Air Lines Inc.,6,"Charleston, SC: Charleston AFB/International"
CID,DL,Delta Air Lines Inc.,6,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,DL,Delta Air Lines Inc.,6,"Cleveland, OH: Cleveland-Hopkins International"
CLT,DL,Delta Air Lines Inc.,6,"Charlotte, NC: Charlotte Douglas International"
CMH,DL,Delta Air Lines Inc.,6,"Columbus, OH: John Glenn Columbus International"
COS,DL,Delta Air Lines Inc.,6,"Colorado Springs, CO: City of Colorado Springs Municipal"
CVG,DL,Delta Air Lines Inc.,6,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DAB,DL,Delta Air Lines Inc.,6,"Daytona Beach, FL: Daytona Beach International"
DAL,DL,Delta Air Lines Inc.,6,"Dallas, TX: Dallas Love Field"
DAY,DL,Delta Air Lines Inc.,6,"Dayton, OH: James M Cox/Dayton International"
DCA,DL,Delta Air Lines Inc.,6,"Washington, DC: Ronald Reagan Washington National"
DEN,DL,Delta Air Lines Inc.,6,"Denver, CO: Denver International"
DFW,DL,Delta Air Lines Inc.,6,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DLH,DL,Delta Air Lines Inc.,6,"Duluth, MN: Duluth International"
DSM,DL,Delta Air Lines Inc.,6,"Des Moines, IA: Des Moines International"
DTW,DL,Delta Air Lines Inc.,6,"Detroit, MI: Detroit Metro Wayne County"
ECP,DL,Delta Air Lines Inc.,6,"Panama City, FL: Northwest Florida Beaches International"
ELP,DL,Delta Air Lines Inc.,6,"El Paso, TX: El Paso International"
EUG,DL,Delta Air Lines Inc.,6,"Eugene, OR: Mahlon Sweet Field"
EVV,DL,Delta Air Lines Inc.,6,"Evansville, IN: Evansville Regional"
EWR,DL,Delta Air Lines Inc.,6,"Newark, NJ: Newark Liberty International"
EYW,DL,Delta Air Lines Inc.,6,"Key West, FL: Key West International"
FAI,DL,Delta Air Lines Inc.,6,"Fairbanks, AK: Fairbanks International"
FAR,DL,Delta Air Lines Inc.,6,"Fargo, ND: Hector International"
FAY,DL,Delta Air Lines Inc.,6,"Fayetteville, NC: Fayetteville Regional/Grannis Field"
FCA,DL,Delta Air Lines Inc.,6,"Kalispell, MT: Glacier Park International"
FLL,DL,Delta Air Lines Inc.,6,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FSD,DL,Delta Air Lines Inc.,6,"Sioux Falls, SD: Joe Foss Field"
GEG,DL,Delta Air Lines Inc.,6,"Spokane, WA: Spokane International"
GFK,DL,Delta Air Lines Inc.,6,"Grand Forks, ND: Grand Forks International"
GNV,DL,Delta Air Lines Inc.,6,"Gainesville, FL: Gainesville Regional"
GPT,DL,Delta Air Lines Inc.,6,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
GRB,DL,Delta Air Lines Inc.,6,"Green Bay, WI: Green Bay Austin Straubel International"
GRR,DL,Delta Air Lines Inc.,6,"Grand Rapids, MI: Gerald R. Ford International"
GSO,DL,Delta Air Lines Inc.,6,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,DL,Delta Air Lines Inc.,6,"Greer, SC: Greenville-Spartanburg International"
HNL,DL,Delta Air Lines Inc.,6,"Honolulu, HI: Daniel K Inouye International"
HOU,DL,Delta Air Lines Inc.,6,"Houston, TX: William P Hobby"
HPN,DL,Delta Air Lines Inc.,6,"White Plains, NY: Westchester County"
HSV,DL,Delta Air Lines Inc.,6,"Huntsville, AL: Huntsville International-Carl T Jones Field"
IAD,DL,Delta Air Lines Inc.,6,"Washington, DC: Washington Dulles International"
IAH,DL,Delta Air Lines Inc.,6,"Houston, TX: George Bush Intercontinental/Houston"
ICT,DL,Delta Air Lines Inc.,6,"Wichita, KS: Wichita Dwight D Eisenhower National"
ILM,DL,Delta Air Lines Inc.,6,"Wilmington, NC: Wilmington International"
IND,DL,Delta Air Lines Inc.,6,"Indianapolis, IN: Indianapolis International"
JAC,DL,Delta Air Lines Inc.,6,"Jackson, WY: Jackson Hole"
JAN,DL,Delta Air Lines Inc.,6,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
JAX,DL,Delta Air Lines Inc.,6,"Jacksonville, FL: Jacksonville International"
JFK,DL,Delta Air Lines Inc.,6,"New York, NY: John F. Kennedy International"
JNU,DL,Delta Air Lines Inc.,6,"Juneau, AK: Juneau International"
KOA,DL,Delta Air Lines Inc.,6,"Kona, HI: Ellison Onizuka Kona International at Keahole"
LAS,DL,Delta Air Lines Inc.,6,"Las Vegas, NV: Harry Reid International"
LAX,DL,Delta Air Lines Inc.,6,"Los Angeles, CA: Los Angeles International"
LEX,DL,Delta Air Lines Inc.,6,"Lexington, KY: Blue Grass"
LGA,DL,Delta Air Lines Inc.,6,"New York, NY: LaGuardia"
LIH,DL,Delta Air Lines Inc.,6,"Lihue, HI: Lihue Airport"
LIT,DL,Delta Air Lines Inc.,6,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,DL,Delta Air Lines Inc.,6,"Kansas City, MO: Kansas City International"
MCO,DL,Delta Air Lines Inc.,6,"Orlando, FL: Orlando International"
MDT,DL,Delta Air Lines Inc.,6,"Harrisburg, PA: Harrisburg International"
MDW,DL,Delta Air Lines Inc.,6,"Chicago, IL: Chicago Midway International"
MEM,DL,Delta Air Lines Inc.,6,"Memphis, TN: Memphis International"
MIA,DL,Delta Air Lines Inc.,6,"Miami, FL: Miami International"
MKE,DL,Delta Air Lines Inc.,6,"Milwaukee, WI: General Mitchell International"
MLB,DL,Delta Air Lines Inc.,6,"Melbourne, FL: Melbourne Orlando International"
MOB,DL,Delta Air Lines Inc.,6,"Mobile, AL: Mobile Regional"
MSN,DL,Delta Air Lines Inc.,6,"Madison, WI: Dane County Regional-Truax Field"
MSO,DL,Delta Air Lines Inc.,6,"Missoula, MT: Missoula Montana"
MSP,DL,Delta Air Lines Inc.,6,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,DL,Delta Air Lines Inc.,6,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,DL,Delta Air Lines Inc.,6,"Myrtle Beach, SC: Myrtle Beach International"
OAJ,DL,Delta Air Lines Inc.,6,"Jacksonville/Camp Lejeune, NC: Albert J Ellis"
OAK,DL,Delta Air Lines Inc.,6,"Oakland, CA: Metro Oakland International"
OGG,DL,Delta Air Lines Inc.,6,"Kahului, HI: Kahului Airport"
OKC,DL,Delta Air Lines Inc.,6,"Oklahoma City, OK: Will Rogers World"
OMA,DL,Delta Air Lines Inc.,6,"Omaha, NE: Eppley Airfield"
ONT,DL,Delta Air Lines Inc.,6,"Ontario, CA: Ontario International"
ORD,DL,Delta Air Lines Inc.,6,"Chicago, IL: Chicago O'Hare International"
ORF,DL,Delta Air Lines Inc.,6,"Norfolk, VA: Norfolk International"
PBI,DL,Delta Air Lines Inc.,6,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,DL,Delta Air Lines Inc.,6,"Portland, OR: Portland International"
PHL,DL,Delta Air Lines Inc.,6,"Philadelphia, PA: Philadelphia International"
PHX,DL,Delta Air Lines Inc.,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,DL,Delta Air Lines Inc.,6,"Pittsburgh, PA: Pittsburgh International"
PNS,DL,Delta Air Lines Inc.,6,"Pensacola, FL: Pensacola International"
PSC,DL,Delta Air Lines Inc.,6,"Pasco/Kennewick/Richland, WA: Tri Cities"
PSP,DL,Delta Air Lines Inc.,6,"Palm Springs, CA: Palm Springs International"
PVD,DL,Delta Air Lines Inc.,6,"Providence, RI: Rhode Island Tf Green International"
PWM,DL,Delta Air Lines Inc.,6,"Portland, ME: Portland International Jetport"
RAP,DL,Delta Air Lines Inc.,6,"Rapid City, SD: Rapid City Regional"
RDU,DL,Delta Air Lines Inc.,6,"Raleigh/Durham, NC: Raleigh-Durham International"
RIC,DL,Delta Air Lines Inc.,6,"Richmond, VA: Richmond International"
RNO,DL,Delta Air Lines Inc.,6,"Reno, NV: Reno/Tahoe International"
ROA,DL,Delta Air Lines Inc.,6,"Roanoke, VA: Roanoke Blacksburg Regional"
ROC,DL,Delta Air Lines Inc.,6,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RST,DL,Delta Air Lines Inc.,6,"Rochester, MN: Rochester International"
RSW,DL,Delta Air Lines Inc.,6,"Fort Myers, FL: Southwest Florida International"
SAN,DL,Delta Air Lines Inc.,6,"San Diego, CA: San Diego International"
SAT,DL,Delta Air Lines Inc.,6,"San Antonio, TX: San Antonio International"
SAV,DL,Delta Air Lines Inc.,6,"Savannah, GA: Savannah/Hilton Head International"
SDF,DL,Delta Air Lines Inc.,6,"Louisville, KY: Louisville Muhammad Ali International"
SEA,DL,Delta Air Lines Inc.,6,"Seattle, WA: Seattle/Tacoma International"
SFO,DL,Delta Air Lines Inc.,6,"San Francisco, CA: San Francisco International"
SGF,DL,Delta Air Lines Inc.,6,"Springfield, MO: Springfield-Branson National"
SJC,DL,Delta Air Lines Inc.,6,"San Jose, CA: Norman Y. Mineta San Jose International"
SJU,DL,Delta Air Lines Inc.,6,"San Juan, PR: Luis Munoz Marin International"
SLC,DL,Delta Air Lines Inc.,6,"Salt Lake City, UT: Salt Lake City International"
SMF,DL,Delta Air Lines Inc.,6,"Sacramento, CA: Sacramento International"
SNA,DL,Delta Air Lines Inc.,6,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,DL,Delta Air Lines Inc.,6,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,DL,Delta Air Lines Inc.,6,"St. Louis, MO: St Louis Lambert International"
STT,DL,Delta Air Lines Inc.,6,"Charlotte Amalie, VI: Cyril E King"
STX,DL,Delta Air Lines Inc.,6,"Christiansted, VI: Henry E. Rohlsen"
SYR,DL,Delta Air Lines Inc.,6,"Syracuse, NY: Syracuse Hancock International"
TLH,DL,Delta Air Lines Inc.,6,"Tallahassee, FL: Tallahassee International"
TPA,DL,Delta Air Lines Inc.,6,"Tampa, FL: Tampa International"
TUL,DL,Delta Air Lines Inc.,6,"Tulsa, OK: Tulsa International"
TUS,DL,Delta Air Lines Inc.,6,"Tucson, AZ: Tucson International"
TVC,DL,Delta Air Lines Inc.,6,"Traverse City, MI: Cherry Capital"
TYS,DL,Delta Air Lines Inc.,6,"Knoxville, TN: McGhee Tyson"
VPS,DL,Delta Air Lines Inc.,6,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,DL,Delta Air Lines Inc.,6,"Fayetteville, AR: Northwest Arkansas National"
ATL,F9,Frontier Airlines Inc.,6,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,F9,Frontier Airlines Inc.,6,"Austin, TX: Austin - Bergstrom International"
BDL,F9,Frontier Airlines Inc.,6,"Hartford, CT: Bradley International"
BMI,F9,Frontier Airlines Inc.,6,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,F9,Frontier Airlines Inc.,6,"Nashville, TN: Nashville International"
BOS,F9,Frontier Airlines Inc.,6,"Boston, MA: Logan International"
BQN,F9,Frontier Airlines Inc.,6,"Aguadilla, PR: Rafael Hernandez"
BUF,F9,Frontier Airlines Inc.,6,"Buffalo, NY: Buffalo Niagara International"
BWI,F9,Frontier Airlines Inc.,6,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
CHS,F9,Frontier Airlines Inc.,6,"Charleston, SC: Charleston AFB/International"
CID,F9,Frontier Airlines Inc.,6,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,F9,Frontier Airlines Inc.,6,"Cleveland, OH: Cleveland-Hopkins International"
CLT,F9,Frontier Airlines Inc.,6,"Charlotte, NC: Charlotte Douglas International"
CMH,F9,Frontier Airlines Inc.,6,"Columbus, OH: John Glenn Columbus International"
CVG,F9,Frontier Airlines Inc.,6,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DCA,F9,Frontier Airlines Inc.,6,"Washington, DC: Ronald Reagan Washington National"
DEN,F9,Frontier Airlines Inc.,6,"Denver, CO: Denver International"
DFW,F9,Frontier Airlines Inc.,6,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DSM,F9,Frontier Airlines Inc.,6,"Des Moines, IA: Des Moines International"
DTW,F9,Frontier Airlines Inc.,6,"Detroit, MI: Detroit Metro Wayne County"
ELP,F9,Frontier Airlines Inc.,6,"El Paso, TX: El Paso International"
FAR,F9,Frontier Airlines Inc.,6,"Fargo, ND: Hector International"
FLL,F9,Frontier Airlines Inc.,6,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FSD,F9,Frontier Airlines Inc.,6,"Sioux Falls, SD: Joe Foss Field"
GRB,F9,Frontier Airlines Inc.,6,"Green Bay, WI: Green Bay Austin Straubel International"
GRR,F9,Frontier Airlines Inc.,6,"Grand Rapids, MI: Gerald R. Ford International"
HOU,F9,Frontier Airlines Inc.,6,"Houston, TX: William P Hobby"
IAH,F9,Frontier Airlines Inc.,6,"Houston, TX: George Bush Intercontinental/Houston"
IND,F9,Frontier Airlines Inc.,6,"Indianapolis, IN: Indianapolis International"
ISP,F9,Frontier Airlines Inc.,6,"Islip, NY: Long Island MacArthur"
JAX,F9,Frontier Airlines Inc.,6,"Jacksonville, FL: Jacksonville International"
LAS,F9,Frontier Airlines Inc.,6,"Las Vegas, NV: Harry Reid International"
LGA,F9,Frontier Airlines Inc.,6,"New York, NY: LaGuardia"
LIT,F9,Frontier Airlines Inc.,6,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,F9,Frontier Airlines Inc.,6,"Kansas City, MO: Kansas City International"
MCO,F9,Frontier Airlines Inc.,6,"Orlando, FL: Orlando International"
MDT,F9,Frontier Airlines Inc.,6,"Harrisburg, PA: Harrisburg International"
MDW,F9,Frontier Airlines Inc.,6,"Chicago, IL: Chicago Midway International"
MEM,F9,Frontier Airlines Inc.,6,"Memphis, TN: Memphis International"
MIA,F9,Frontier Airlines Inc.,6,"Miami, FL: Miami International"
MKE,F9,Frontier Airlines Inc.,6,"Milwaukee, WI: General Mitchell International"
MSN,F9,Frontier Airlines Inc.,6,"Madison, WI: Dane County Regional-Truax Field"
MSP,F9,Frontier Airlines Inc.,6,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,F9,Frontier Airlines Inc.,6,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,F9,Frontier Airlines Inc.,6,"Myrtle Beach, SC: Myrtle Beach International"
OKC,F9,Frontier Airlines Inc.,6,"Oklahoma City, OK: Will Rogers World"
OMA,F9,Frontier Airlines Inc.,6,"Omaha, NE: Eppley Airfield"
ONT,F9,Frontier Airlines Inc.,6,"Ontario, CA: Ontario International"
ORD,F9,Frontier Airlines Inc.,6,"Chicago, IL: Chicago O'Hare International"
ORF,F9,Frontier Airlines Inc.,6,"Norfolk, VA: Norfolk International"
PBI,F9,Frontier Airlines Inc.,6,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,F9,Frontier Airlines Inc.,6,"Portland, OR: Portland International"
PHL,F9,Frontier Airlines Inc.,6,"Philadelphia, PA: Philadelphia International"
PHX,F9,Frontier Airlines Inc.,6,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,F9,Frontier Airlines Inc.,6,"Pittsburgh, PA: Pittsburgh International"
PNS,F9,Frontier Airlines Inc.,6,"Pensacola, FL: Pensacola International"
PSE,F9,Frontier Airlines Inc.,6,"Ponce, PR: Mercedita"
PWM,F9,Frontier Airlines Inc.,6,"Portland, ME: Portland International Jetport"
RDU,F9,Frontier Airlines Inc.,6,"Raleigh/Durham, NC: Raleigh-Durham International"
