airport,carrier,carrier_name,month,airport_name
SAV,DL,Delta Air Lines Inc.,1,"Savannah, GA: Savannah/Hilton Head International"
SDF,DL,Delta Air Lines Inc.,1,"Louisville, KY: Louisville Muhammad Ali International"
SEA,DL,Delta Air Lines Inc.,1,"Seattle, WA: Seattle/Tacoma International"
SFO,DL,Delta Air Lines Inc.,1,"San Francisco, CA: San Francisco International"
SJC,DL,Delta Air Lines Inc.,1,"San Jose, CA: Norman Y. Mineta San Jose International"
SJU,DL,Delta Air Lines Inc.,1,"San Juan, PR: Luis Munoz Marin International"
SLC,DL,Delta Air Lines Inc.,1,"Salt Lake City, UT: Salt Lake City International"
SMF,DL,Delta Air Lines Inc.,1,"Sacramento, CA: Sacramento International"
SNA,DL,Delta Air Lines Inc.,1,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,DL,Delta Air Lines Inc.,1,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,DL,Delta Air Lines Inc.,1,"St. Louis, MO: St Louis Lambert International"
STT,DL,Delta Air Lines Inc.,1,"Charlotte Amalie, VI: Cyril E King"
STX,DL,Delta Air Lines Inc.,1,"Christiansted, VI: Henry E. Rohlsen"
SYR,DL,Delta Air Lines Inc.,1,"Syracuse, NY: Syracuse Hancock International"
TLH,DL,Delta Air Lines Inc.,1,"Tallahassee, FL: Tallahassee International"
TPA,DL,Delta Air Lines Inc.,1,"Tampa, FL: Tampa International"
TRI,DL,Delta Air Lines Inc.,1,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
TUL,DL,Delta Air Lines Inc.,1,"Tulsa, OK: Tulsa International"
TUS,DL,Delta Air Lines Inc.,1,"Tucson, AZ: Tucson International"
TVC,DL,Delta Air Lines Inc.,1,"Traverse City, MI: Cherry Capital"
TYS,DL,Delta Air Lines Inc.,1,"Knoxville, TN: McGhee Tyson"
VPS,DL,Delta Air Lines Inc.,1,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,DL,Delta Air Lines Inc.,1,"Fayetteville, AR: Northwest Arkansas National"
ABQ,F9,Frontier Airlines Inc.,1,"Albuquerque, NM: Albuquerque International Sunport"
ATL,F9,Frontier Airlines Inc.,1,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
AUS,F9,Frontier Airlines Inc.,1,"Austin, TX: Austin - Bergstrom International"
BDL,F9,Frontier Airlines Inc.,1,"Hartford, CT: Bradley International"
BMI,F9,Frontier Airlines Inc.,1,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,F9,Frontier Airlines Inc.,1,"Nashville, TN: Nashville International"
BOS,F9,Frontier Airlines Inc.,1,"Boston, MA: Logan International"
BQN,F9,Frontier Airlines Inc.,1,"Aguadilla, PR: Rafael Hernandez"
BUF,F9,Frontier Airlines Inc.,1,"Buffalo, NY: Buffalo Niagara International"
BUR,F9,Frontier Airlines Inc.,1,"Burbank, CA: Bob Hope"
BWI,F9,Frontier Airlines Inc.,1,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
CID,F9,Frontier Airlines Inc.,1,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,F9,Frontier Airlines Inc.,1,"Cleveland, OH: Cleveland-Hopkins International"
CLT,F9,Frontier Airlines Inc.,1,"Charlotte, NC: Charlotte Douglas International"
CMH,F9,Frontier Airlines Inc.,1,"Columbus, OH: John Glenn Columbus International"
CVG,F9,Frontier Airlines Inc.,1,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DCA,F9,Frontier Airlines Inc.,1,"Washington, DC: Ronald Reagan Washington National"
DEN,F9,Frontier Airlines Inc.,1,"Denver, CO: Denver International"
DFW,F9,Frontier Airlines Inc.,1,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DSM,F9,Frontier Airlines Inc.,1,"Des Moines, IA: Des Moines International"
DTW,F9,Frontier Airlines Inc.,1,"Detroit, MI: Detroit Metro Wayne County"
ELP,F9,Frontier Airlines Inc.,1,"El Paso, TX: El Paso International"
FAR,F9,Frontier Airlines Inc.,1,"Fargo, ND: Hector International"
FLL,F9,Frontier Airlines Inc.,1,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FSD,F9,Frontier Airlines Inc.,1,"Sioux Falls, SD: Joe Foss Field"
GRB,F9,Frontier Airlines Inc.,1,"Green Bay, WI: Green Bay Austin Straubel International"
GRR,F9,Frontier Airlines Inc.,1,"Grand Rapids, MI: Gerald R. Ford International"
HOU,F9,Frontier Airlines Inc.,1,"Houston, TX: William P Hobby"
IAH,F9,Frontier Airlines Inc.,1,"Houston, TX: George Bush Intercontinental/Houston"
IND,F9,Frontier Airlines Inc.,1,"Indianapolis, IN: Indianapolis International"
ISP,F9,Frontier Airlines Inc.,1,"Islip, NY: Long Island MacArthur"
JAX,F9,Frontier Airlines Inc.,1,"Jacksonville, FL: Jacksonville International"
LAS,F9,Frontier Airlines Inc.,1,"Las Vegas, NV: Harry Reid International"
LGA,F9,Frontier Airlines Inc.,1,"New York, NY: LaGuardia"
LIT,F9,Frontier Airlines Inc.,1,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
MCI,F9,Frontier Airlines Inc.,1,"Kansas City, MO: Kansas City International"
MCO,F9,Frontier Airlines Inc.,1,"Orlando, FL: Orlando International"
MDT,F9,Frontier Airlines Inc.,1,"Harrisburg, PA: Harrisburg International"
MDW,F9,Frontier Airlines Inc.,1,"Chicago, IL: Chicago Midway International"
MEM,F9,Frontier Airlines Inc.,1,"Memphis, TN: Memphis International"
MIA,F9,Frontier Airlines Inc.,1,"Miami, FL: Miami International"
MKE,F9,Frontier Airlines Inc.,1,"Milwaukee, WI: General Mitchell International"
MSN,F9,Frontier Airlines Inc.,1,"Madison, WI: Dane County Regional-Truax Field"
MSP,F9,Frontier Airlines Inc.,1,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,F9,Frontier Airlines Inc.,1,"New Orleans, LA: Louis Armstrong New Orleans International"
OAK,F9,Frontier Airlines Inc.,1,"Oakland, CA: Metro Oakland International"
OKC,F9,Frontier Airlines Inc.,1,"Oklahoma City, OK: Will Rogers World"
OMA,F9,Frontier Airlines Inc.,1,"Omaha, NE: Eppley Airfield"
ONT,F9,Frontier Airlines Inc.,1,"Ontario, CA: Ontario International"
ORD,F9,Frontier Airlines Inc.,1,"Chicago, IL: Chicago O'Hare International"
ORF,F9,Frontier Airlines Inc.,1,"Norfolk, VA: Norfolk International"
PBI,F9,Frontier Airlines Inc.,1,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,F9,Frontier Airlines Inc.,1,"Portland, OR: Portland International"
PHL,F9,Frontier Airlines Inc.,1,"Philadelphia, PA: Philadelphia International"
PHX,F9,Frontier Airlines Inc.,1,"Phoenix, AZ: Phoenix Sky Harbor International"
PIT,F9,Frontier Airlines Inc.,1,"Pittsburgh, PA: Pittsburgh International"
PNS,F9,Frontier Airlines Inc.,1,"Pensacola, FL: Pensacola International"
PVD,F9,Frontier Airlines Inc.,1,"Providence, RI: Rhode Island Tf Green International"
PWM,F9,Frontier Airlines Inc.,1,"Portland, ME: Portland International Jetport"
RDU,F9,Frontier Airlines Inc.,1,"Raleigh/Durham, NC: Raleigh-Durham International"
RNO,F9,Frontier Airlines Inc.,1,"Reno, NV: Reno/Tahoe International"
ROC,F9,Frontier Airlines Inc.,1,"Rochester, NY: Frederick Douglass Grtr Rochester International"
RSW,F9,Frontier Airlines Inc.,1,"Fort Myers, FL: Southwest Florida International"
SAN,F9,Frontier Airlines Inc.,1,"San Diego, CA: San Diego International"
SAT,F9,Frontier Airlines Inc.,1,"San Antonio, TX: San Antonio International"
SEA,F9,Frontier Airlines Inc.,1,"Seattle, WA: Seattle/Tacoma International"
SFO,F9,Frontier Airlines Inc.,1,"San Francisco, CA: San Francisco International"
SJU,F9,Frontier Airlines Inc.,1,"San Juan, PR: Luis Munoz Marin International"
SLC,F9,Frontier Airlines Inc.,1,"Salt Lake City, UT: Salt Lake City International"
SMF,F9,Frontier Airlines Inc.,1,"Sacramento, CA: Sacramento International"
SNA,F9,Frontier Airlines Inc.,1,"Santa Ana, CA: John Wayne Airport-Orange County"
SRQ,F9,Frontier Airlines Inc.,1,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STL,F9,Frontier Airlines Inc.,1,"St. Louis, MO: St Louis Lambert International"
SWF,F9,Frontier Airlines Inc.,1,"Newburgh/Poughkeepsie, NY: New York Stewart International"
SYR,F9,Frontier Airlines Inc.,1,"Syracuse, NY: Syracuse Hancock International"
TPA,F9,Frontier Airlines Inc.,1,"Tampa, FL: Tampa International"
TTN,F9,Frontier Airlines Inc.,1,"Trenton, NJ: Trenton Mercer"
TYS,F9,Frontier Airlines Inc.,1,"Knoxville, TN: McGhee Tyson"
XNA,F9,Frontier Airlines Inc.,1,"Fayetteville, AR: Northwest Arkansas National"
ABE,G4,Allegiant Air,1,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ALB,G4,Allegiant Air,1,"Albany, NY: Albany International"
ATW,G4,Allegiant Air,1,"Appleton, WI: Appleton International"
AUS,G4,Allegiant Air,1,"Austin, TX: Austin - Bergstrom International"
AVL,G4,Allegiant Air,1,"Asheville, NC: Asheville Regional"
AZA,G4,Allegiant Air,1,"Phoenix, AZ: Phoenix - Mesa Gateway"
BGR,G4,Allegiant Air,1,"Bangor, ME: Bangor International"
BIL,G4,Allegiant Air,1,"Billings, MT: Billings Logan International"
BIS,G4,Allegiant Air,1,"Bismarck/Mandan, ND: Bismarck Municipal"
BLI,G4,Allegiant Air,1,"Bellingham, WA: Bellingham International"
BLV,G4,Allegiant Air,1,"Belleville, IL: Scott AFB MidAmerica St Louis"
BMI,G4,Allegiant Air,1,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,G4,Allegiant Air,1,"Nashville, TN: Nashville International"
BOI,G4,Allegiant Air,1,"Boise, ID: Boise Air Terminal"
BOS,G4,Allegiant Air,1,"Boston, MA: Logan International"
BWI,G4,Allegiant Air,1,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,G4,Allegiant Air,1,"Bozeman, MT: Bozeman Yellowstone International"
CAK,G4,Allegiant Air,1,"Akron, OH: Akron-Canton Regional"
CHA,G4,Allegiant Air,1,"Chattanooga, TN: Lovell Field"
CHS,G4,Allegiant Air,1,"Charleston, SC: Charleston AFB/International"
CID,G4,Allegiant Air,1,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CKB,G4,Allegiant Air,1,"Clarksburg/Fairmont, WV: North Central West Virginia"
CVG,G4,Allegiant Air,1,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
DAY,G4,Allegiant Air,1,"Dayton, OH: James M Cox/Dayton International"
DEN,G4,Allegiant Air,1,"Denver, CO: Denver International"
DSM,G4,Allegiant Air,1,"Des Moines, IA: Des Moines International"
ELM,G4,Allegiant Air,1,"Elmira/Corning, NY: Elmira/Corning Regional"
ELP,G4,Allegiant Air,1,"El Paso, TX: El Paso International"
EUG,G4,Allegiant Air,1,"Eugene, OR: Mahlon Sweet Field"
EVV,G4,Allegiant Air,1,"Evansville, IN: Evansville Regional"
EWR,G4,Allegiant Air,1,"Newark, NJ: Newark Liberty International"
EYW,G4,Allegiant Air,1,"Key West, FL: Key West International"
FAR,G4,Allegiant Air,1,"Fargo, ND: Hector International"
FAT,G4,Allegiant Air,1,"Fresno, CA: Fresno Yosemite International"
FCA,G4,Allegiant Air,1,"Kalispell, MT: Glacier Park International"
FLL,G4,Allegiant Air,1,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
FNT,G4,Allegiant Air,1,"Flint, MI: Bishop International"
FSD,G4,Allegiant Air,1,"Sioux Falls, SD: Joe Foss Field"
FWA,G4,Allegiant Air,1,"Fort Wayne, IN: Fort Wayne International"
GEG,G4,Allegiant Air,1,"Spokane, WA: Spokane International"
GFK,G4,Allegiant Air,1,"Grand Forks, ND: Grand Forks International"
GJT,G4,Allegiant Air,1,"Grand Junction, CO: Grand Junction Regional"
GRI,G4,Allegiant Air,1,"Grand Island, NE: Central Nebraska Regional"
GRR,G4,Allegiant Air,1,"Grand Rapids, MI: Gerald R. Ford International"
GSO,G4,Allegiant Air,1,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,G4,Allegiant Air,1,"Greer, SC: Greenville-Spartanburg International"
GTF,G4,Allegiant Air,1,"Great Falls, MT: Great Falls International"
HGR,G4,Allegiant Air,1,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
HOU,G4,Allegiant Air,1,"Houston, TX: William P Hobby"
HTS,G4,Allegiant Air,1,"Ashland, WV: Tri-State/Milton J. Ferguson Field"
IAD,G4,Allegiant Air,1,"Washington, DC: Washington Dulles International"
IAG,G4,Allegiant Air,1,"Niagara Falls, NY: Niagara Falls International"
ICT,G4,Allegiant Air,1,"Wichita, KS: Wichita Dwight D Eisenhower National"
IDA,G4,Allegiant Air,1,"Idaho Falls, ID: Idaho Falls Regional"
IND,G4,Allegiant Air,1,"Indianapolis, IN: Indianapolis International"
JAX,G4,Allegiant Air,1,"Jacksonville, FL: Jacksonville International"
LAS,G4,Allegiant Air,1,"Las Vegas, NV: Harry Reid International"
LAX,G4,Allegiant Air,1,"Los Angeles, CA: Los Angeles International"
LCK,G4,Allegiant Air,1,"Columbus, OH: Rickenbacker International"
LEX,G4,Allegiant Air,1,"Lexington, KY: Blue Grass"
LIT,G4,Allegiant Air,1,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
LRD,G4,Allegiant Air,1,"Laredo, TX: Laredo International"
MCI,G4,Allegiant Air,1,"Kansas City, MO: Kansas City International"
MDT,G4,Allegiant Air,1,"Harrisburg, PA: Harrisburg International"
MDW,G4,Allegiant Air,1,"Chicago, IL: Chicago Midway International"
MEM,G4,Allegiant Air,1,"Memphis, TN: Memphis International"
MFE,G4,Allegiant Air,1,"Mission/McAllen/Edinburg, TX: McAllen Miller International"
MFR,G4,Allegiant Air,1,"Medford, OR: Rogue Valley International - Medford"
MLB,G4,Allegiant Air,1,"Melbourne, FL: Melbourne Orlando International"
MLI,G4,Allegiant Air,1,"Moline, IL: Quad Cities International"
MOT,G4,Allegiant Air,1,"Minot, ND: Minot International"
MRY,G4,Allegiant Air,1,"Monterey, CA: Monterey Regional"
MSO,G4,Allegiant Air,1,"Missoula, MT: Missoula Montana"
MSP,G4,Allegiant Air,1,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,G4,Allegiant Air,1,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,G4,Allegiant Air,1,"Myrtle Beach, SC: Myrtle Beach International"
OAK,G4,Allegiant Air,1,"Oakland, CA: Metro Oakland International"
OKC,G4,Allegiant Air,1,"Oklahoma City, OK: Will Rogers World"
OMA,G4,Allegiant Air,1,"Omaha, NE: Eppley Airfield"
ORF,G4,Allegiant Air,1,"Norfolk, VA: Norfolk International"
OWB,G4,Allegiant Air,1,"Owensboro, KY: Owensboro Daviess County Regional"
PBG,G4,Allegiant Air,1,"Plattsburgh, NY: Plattsburgh International"
PBI,G4,Allegiant Air,1,"West Palm Beach/Palm Beach, FL: Palm Beach International"
PDX,G4,Allegiant Air,1,"Portland, OR: Portland International"
PGD,G4,Allegiant Air,1,"Punta Gorda, FL: Punta Gorda Airport"
PHX,G4,Allegiant Air,1,"Phoenix, AZ: Phoenix Sky Harbor International"
PIA,G4,Allegiant Air,1,"Peoria, IL: General Downing - Peoria International"
PIE,G4,Allegiant Air,1,"St. Petersburg, FL: St Pete Clearwater International"
PIT,G4,Allegiant Air,1,"Pittsburgh, PA: Pittsburgh International"
PSC,G4,Allegiant Air,1,"Pasco/Kennewick/Richland, WA: Tri Cities"
PSM,G4,Allegiant Air,1,"Portsmouth, NH: Portsmouth International at Pease"
PSP,G4,Allegiant Air,1,"Palm Springs, CA: Palm Springs International"
PVD,G4,Allegiant Air,1,"Providence, RI: Rhode Island Tf Green International"
PVU,G4,Allegiant Air,1,"Provo, UT: Provo Municipal"
RAP,G4,Allegiant Air,1,"Rapid City, SD: Rapid City Regional"
RFD,G4,Allegiant Air,1,"Rockford, IL: Chicago/Rockford International"
RIC,G4,Allegiant Air,1,"Richmond, VA: Richmond International"
RNO,G4,Allegiant Air,1,"Reno, NV: Reno/Tahoe International"
ROA,G4,Allegiant Air,1,"Roanoke, VA: Roanoke Blacksburg Regional"
ROC,G4,Allegiant Air,1,"Rochester, NY: Frederick Douglass Grtr Rochester International"
SAN,G4,Allegiant Air,1,"San Diego, CA: San Diego International"
SAT,G4,Allegiant Air,1,"San Antonio, TX: San Antonio International"
SAV,G4,Allegiant Air,1,"Savannah, GA: Savannah/Hilton Head International"
SBN,G4,Allegiant Air,1,"South Bend, IN: South Bend International"
SCK,G4,Allegiant Air,1,"Stockton, CA: Stockton Metro"
SDF,G4,Allegiant Air,1,"Louisville, KY: Louisville Muhammad Ali International"
SFB,G4,Allegiant Air,1,"Sanford, FL: Orlando Sanford International"
SGF,G4,Allegiant Air,1,"Springfield, MO: Springfield-Branson National"
SHV,G4,Allegiant Air,1,"Shreveport, LA: Shreveport Regional"
SMX,G4,Allegiant Air,1,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field"
SNA,G4,Allegiant Air,1,"Santa Ana, CA: John Wayne Airport-Orange County"
SPI,G4,Allegiant Air,1,"Springfield, IL: Abraham Lincoln Capital"
SRQ,G4,Allegiant Air,1,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
STC,G4,Allegiant Air,1,"St. Cloud, MN: St. Cloud Regional"
SWF,G4,Allegiant Air,1,"Newburgh/Poughkeepsie, NY: New York Stewart International"
SYR,G4,Allegiant Air,1,"Syracuse, NY: Syracuse Hancock International"
TOL,G4,Allegiant Air,1,"Toledo, OH: Eugene F Kranz Toledo Express"
TRI,G4,Allegiant Air,1,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
TUL,G4,Allegiant Air,1,"Tulsa, OK: Tulsa International"
TVC,G4,Allegiant Air,1,"Traverse City, MI: Cherry Capital"
TYS,G4,Allegiant Air,1,"Knoxville, TN: McGhee Tyson"
USA,G4,Allegiant Air,1,"Concord, NC: Concord Padgett Regional"
VPS,G4,Allegiant Air,1,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
XNA,G4,Allegiant Air,1,"Fayetteville, AR: Northwest Arkansas National"
AUS,HA,Hawaiian Airlines Inc.,1,"Austin, TX: Austin - Bergstrom International"
BOS,HA,Hawaiian Airlines Inc.,1,"Boston, MA: Logan International"
HNL,HA,Hawaiian Airlines Inc.,1,"Honolulu, HI: Daniel K Inouye International"
ITO,HA,Hawaiian Airlines Inc.,1,"Hilo, HI: Hilo International"
JFK,HA,Hawaiian Airlines Inc.,1,"New York, NY: John F. Kennedy International"
KOA,HA,Hawaiian Airlines Inc.,1,"Kona, HI: Ellison Onizuka Kona International at Keahole"
LAS,HA,Hawaiian Airlines Inc.,1,"Las Vegas, NV: Harry Reid International"
LAX,HA,Hawaiian Airlines Inc.,1,"Los Angeles, CA: Los Angeles International"
LGB,HA,Hawaiian Airlines Inc.,1,"Long Beach, CA: Long Beach Airport"
LIH,HA,Hawaiian Airlines Inc.,1,"Lihue, HI: Lihue Airport"
OAK,HA,Hawaiian Airlines Inc.,1,"Oakland, CA: Metro Oakland International"
OGG,HA,Hawaiian Airlines Inc.,1,"Kahului, HI: Kahului Airport"
ONT,HA,Hawaiian Airlines Inc.,1,"Ontario, CA: Ontario International"
PDX,HA,Hawaiian Airlines Inc.,1,"Portland, OR: Portland International"
PHX,HA,Hawaiian Airlines Inc.,1,"Phoenix, AZ: Phoenix Sky Harbor International"
PPG,HA,Hawaiian Airlines Inc.,1,"Pago Pago, TT: Pago Pago International"
SAN,HA,Hawaiian Airlines Inc.,1,"San Diego, CA: San Diego International"
SEA,HA,Hawaiian Airlines Inc.,1,"Seattle, WA: Seattle/Tacoma International"
SFO,HA,Hawaiian Airlines Inc.,1,"San Francisco, CA: San Francisco International"
SJC,HA,Hawaiian Airlines Inc.,1,"San Jose, CA: Norman Y. Mineta San Jose International"
SMF,HA,Hawaiian Airlines Inc.,1,"Sacramento, CA: Sacramento International"
ABE,MQ,Envoy Air,1,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
ABI,MQ,Envoy Air,1,"Abilene, TX: Abilene Regional"
ABQ,MQ,Envoy Air,1,"Albuquerque, NM: Albuquerque International Sunport"
AGS,MQ,Envoy Air,1,"Augusta, GA: Augusta Regional at Bush Field"
ALB,MQ,Envoy Air,1,"Albany, NY: Albany International"
ALO,MQ,Envoy Air,1,"Waterloo, IA: Waterloo Regional"
ATL,MQ,Envoy Air,1,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
ATW,MQ,Envoy Air,1,"Appleton, WI: Appleton International"
AUS,MQ,Envoy Air,1,"Austin, TX: Austin - Bergstrom International"
AVL,MQ,Envoy Air,1,"Asheville, NC: Asheville Regional"
AVP,MQ,Envoy Air,1,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International"
AZO,MQ,Envoy Air,1,"Kalamazoo, MI: Kalamazoo/Battle Creek International"
BDL,MQ,Envoy Air,1,"Hartford, CT: Bradley International"
BFL,MQ,Envoy Air,1,"Bakersfield, CA: Meadows Field"
BGR,MQ,Envoy Air,1,"Bangor, ME: Bangor International"
BHM,MQ,Envoy Air,1,"Birmingham, AL: Birmingham-Shuttlesworth International"
BIL,MQ,Envoy Air,1,"Billings, MT: Billings Logan International"
BIS,MQ,Envoy Air,1,"Bismarck/Mandan, ND: Bismarck Municipal"
BMI,MQ,Envoy Air,1,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
BNA,MQ,Envoy Air,1,"Nashville, TN: Nashville International"
BOS,MQ,Envoy Air,1,"Boston, MA: Logan International"
BRO,MQ,Envoy Air,1,"Brownsville, TX: Brownsville South Padre Island International"
BTR,MQ,Envoy Air,1,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
BUF,MQ,Envoy Air,1,"Buffalo, NY: Buffalo Niagara International"
BWI,MQ,Envoy Air,1,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
BZN,MQ,Envoy Air,1,"Bozeman, MT: Bozeman Yellowstone International"
CHA,MQ,Envoy Air,1,"Chattanooga, TN: Lovell Field"
CHS,MQ,Envoy Air,1,"Charleston, SC: Charleston AFB/International"
CID,MQ,Envoy Air,1,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
CLE,MQ,Envoy Air,1,"Cleveland, OH: Cleveland-Hopkins International"
CLT,MQ,Envoy Air,1,"Charlotte, NC: Charlotte Douglas International"
CMH,MQ,Envoy Air,1,"Columbus, OH: John Glenn Columbus International"
CMI,MQ,Envoy Air,1,"Champaign/Urbana, IL: University of Illinois/Willard"
COS,MQ,Envoy Air,1,"Colorado Springs, CO: City of Colorado Springs Municipal"
COU,MQ,Envoy Air,1,"Columbia, MO: Columbia Regional"
CRP,MQ,Envoy Air,1,"Corpus Christi, TX: Corpus Christi International"
CVG,MQ,Envoy Air,1,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
CWA,MQ,Envoy Air,1,"Mosinee, WI: Central Wisconsin"
DAB,MQ,Envoy Air,1,"Daytona Beach, FL: Daytona Beach International"
DAY,MQ,Envoy Air,1,"Dayton, OH: James M Cox/Dayton International"
DCA,MQ,Envoy Air,1,"Washington, DC: Ronald Reagan Washington National"
DFW,MQ,Envoy Air,1,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
DRO,MQ,Envoy Air,1,"Durango, CO: Durango La Plata County"
DSM,MQ,Envoy Air,1,"Des Moines, IA: Des Moines International"
DTW,MQ,Envoy Air,1,"Detroit, MI: Detroit Metro Wayne County"
ECP,MQ,Envoy Air,1,"Panama City, FL: Northwest Florida Beaches International"
ELP,MQ,Envoy Air,1,"El Paso, TX: El Paso International"
EVV,MQ,Envoy Air,1,"Evansville, IN: Evansville Regional"
EWR,MQ,Envoy Air,1,"Newark, NJ: Newark Liberty International"
EYW,MQ,Envoy Air,1,"Key West, FL: Key West International"
FAR,MQ,Envoy Air,1,"Fargo, ND: Hector International"
FAY,MQ,Envoy Air,1,"Fayetteville, NC: Fayetteville Regional/Grannis Field"
FNT,MQ,Envoy Air,1,"Flint, MI: Bishop International"
FSD,MQ,Envoy Air,1,"Sioux Falls, SD: Joe Foss Field"
FSM,MQ,Envoy Air,1,"Fort Smith, AR: Fort Smith Regional"
FWA,MQ,Envoy Air,1,"Fort Wayne, IN: Fort Wayne International"
GJT,MQ,Envoy Air,1,"Grand Junction, CO: Grand Junction Regional"
GNV,MQ,Envoy Air,1,"Gainesville, FL: Gainesville Regional"
GPT,MQ,Envoy Air,1,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
GRB,MQ,Envoy Air,1,"Green Bay, WI: Green Bay Austin Straubel International"
GRK,MQ,Envoy Air,1,"Killeen, TX: Robert Gray AAF"
GRR,MQ,Envoy Air,1,"Grand Rapids, MI: Gerald R. Ford International"
GSO,MQ,Envoy Air,1,"Greensboro/High Point, NC: Piedmont Triad International"
GSP,MQ,Envoy Air,1,"Greer, SC: Greenville-Spartanburg International"
HHH,MQ,Envoy Air,1,"Hilton Head, SC: Hilton Head Airport"
HOU,MQ,Envoy Air,1,"Houston, TX: William P Hobby"
HPN,MQ,Envoy Air,1,"White Plains, NY: Westchester County"
HRL,MQ,Envoy Air,1,"Harlingen/San Benito, TX: Valley International"
HSV,MQ,Envoy Air,1,"Huntsville, AL: Huntsville International-Carl T Jones Field"
IAH,MQ,Envoy Air,1,"Houston, TX: George Bush Intercontinental/Houston"
ICT,MQ,Envoy Air,1,"Wichita, KS: Wichita Dwight D Eisenhower National"
IND,MQ,Envoy Air,1,"Indianapolis, IN: Indianapolis International"
JAN,MQ,Envoy Air,1,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
JAX,MQ,Envoy Air,1,"Jacksonville, FL: Jacksonville International"
LAN,MQ,Envoy Air,1,"Lansing, MI: Capital Region International"
LBB,MQ,Envoy Air,1,"Lubbock, TX: Lubbock Preston Smith International"
LCH,MQ,Envoy Air,1,"Lake Charles, LA: Lake Charles Regional"
LEX,MQ,Envoy Air,1,"Lexington, KY: Blue Grass"
LFT,MQ,Envoy Air,1,"Lafayette, LA: Lafayette Regional Paul Fournet Field"
LIT,MQ,Envoy Air,1,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
LSE,MQ,Envoy Air,1,"La Crosse, WI: La Crosse Regional"
MAF,MQ,Envoy Air,1,"Midland/Odessa, TX: Midland International Air and Space Port"
MCI,MQ,Envoy Air,1,"Kansas City, MO: Kansas City International"
MEM,MQ,Envoy Air,1,"Memphis, TN: Memphis International"
MGM,MQ,Envoy Air,1,"Montgomery, AL: Montgomery Regional"
MHK,MQ,Envoy Air,1,"Manhattan/Ft. Riley, KS: Manhattan Regional"
MIA,MQ,Envoy Air,1,"Miami, FL: Miami International"
MKE,MQ,Envoy Air,1,"Milwaukee, WI: General Mitchell International"
MLI,MQ,Envoy Air,1,"Moline, IL: Quad Cities International"
MOB,MQ,Envoy Air,1,"Mobile, AL: Mobile Regional"
MQT,MQ,Envoy Air,1,"Marquette, MI: Sawyer International"
MRY,MQ,Envoy Air,1,"Monterey, CA: Monterey Regional"
MSN,MQ,Envoy Air,1,"Madison, WI: Dane County Regional-Truax Field"
MSO,MQ,Envoy Air,1,"Missoula, MT: Missoula Montana"
MSP,MQ,Envoy Air,1,"Minneapolis, MN: Minneapolis-St Paul International"
MSY,MQ,Envoy Air,1,"New Orleans, LA: Louis Armstrong New Orleans International"
MYR,MQ,Envoy Air,1,"Myrtle Beach, SC: Myrtle Beach International"
