month,carrier,carrier_name,airport,airport_name
6,DL,Delta Air Lines Inc.,TVC,"Traverse City, MI: Cherry Capital"
6,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson"
6,DL,Delta Air Lines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
6,DL,Delta Air Lines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National"
6,F9,Frontier Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
6,F9,Frontier Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International"
6,F9,Frontier Airlines Inc.,BDL,"Hartford, CT: Bradley International"
6,F9,Frontier Airlines Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
6,F9,Frontier Airlines Inc.,BNA,"Nashville, TN: Nashville International"
6,F9,Frontier Airlines Inc.,BOS,"Boston, MA: Logan International"
6,F9,Frontier Airlines Inc.,BQN,"Aguadilla, PR: Rafael Hernandez"
6,F9,Frontier Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International"
6,F9,Frontier Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
6,F9,Frontier Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International"
6,F9,Frontier Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
6,F9,Frontier Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International"
6,F9,Frontier Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International"
6,F9,Frontier Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International"
6,F9,Frontier Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
6,F9,Frontier Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National"
6,F9,Frontier Airlines Inc.,DEN,"Denver, CO: Denver International"
6,F9,Frontier Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
6,F9,Frontier Airlines Inc.,DSM,"Des Moines, IA: Des Moines International"
6,F9,Frontier Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County"
6,F9,Frontier Airlines Inc.,ELP,"El Paso, TX: El Paso International"
6,F9,Frontier Airlines Inc.,FAR,"Fargo, ND: Hector International"
6,F9,Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
6,F9,Frontier Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field"
6,F9,Frontier Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International"
6,F9,Frontier Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International"
6,F9,Frontier Airlines Inc.,HOU,"Houston, TX: William P Hobby"
6,F9,Frontier Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston"
6,F9,Frontier Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International"
6,F9,Frontier Airlines Inc.,ISP,"Islip, NY: Long Island MacArthur"
6,F9,Frontier Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International"
6,F9,Frontier Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International"
6,F9,Frontier Airlines Inc.,LGA,"New York, NY: LaGuardia"
6,F9,Frontier Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
6,F9,Frontier Airlines Inc.,MCI,"Kansas City, MO: Kansas City International"
6,F9,Frontier Airlines Inc.,MCO,"Orlando, FL: Orlando International"
6,F9,Frontier Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International"
6,F9,Frontier Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International"
6,F9,Frontier Airlines Inc.,MEM,"Memphis, TN: Memphis International"
6,F9,Frontier Airlines Inc.,MIA,"Miami, FL: Miami International"
6,F9,Frontier Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International"
6,F9,Frontier Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field"
6,F9,Frontier Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International"
6,F9,Frontier Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International"
6,F9,Frontier Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International"
6,F9,Frontier Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World"
6,F9,Frontier Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield"
6,F9,Frontier Airlines Inc.,ONT,"Ontario, CA: Ontario International"
6,F9,Frontier Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International"
6,F9,Frontier Airlines Inc.,ORF,"Norfolk, VA: Norfolk International"
6,F9,Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International"
6,F9,Frontier Airlines Inc.,PDX,"Portland, OR: Portland International"
6,F9,Frontier Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International"
6,F9,Frontier Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International"
6,F9,Frontier Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International"
6,F9,Frontier Airlines Inc.,PNS,"Pensacola, FL: Pensacola International"
6,F9,Frontier Airlines Inc.,PSE,"Ponce, PR: Mercedita"
6,F9,Frontier Airlines Inc.,PWM,"Portland, ME: Portland International Jetport"
6,F9,Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International"
6,F9,Frontier Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International"
6,F9,Frontier Airlines Inc.,SAN,"San Diego, CA: San Diego International"
6,F9,Frontier Airlines Inc.,SAT,"San Antonio, TX: San Antonio International"
6,F9,Frontier Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International"
6,F9,Frontier Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International"
6,F9,Frontier Airlines Inc.,SFO,"San Francisco, CA: San Francisco International"
6,F9,Frontier Airlines Inc.,SJU,"San Juan, PR: Luis Munoz Marin International"
6,F9,Frontier Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International"
6,F9,Frontier Airlines Inc.,SMF,"Sacramento, CA: Sacramento International"
6,F9,Frontier Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County"
6,F9,Frontier Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
6,F9,Frontier Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International"
6,F9,Frontier Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King"
6,F9,Frontier Airlines Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International"
6,F9,Frontier Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International"
6,F9,Frontier Airlines Inc.,TPA,"Tampa, FL: Tampa International"
6,F9,Frontier Airlines Inc.,TTN,"Trenton, NJ: Trenton Mercer"
6,F9,Frontier Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson"
6,F9,Frontier Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National"
6,G4,Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International"
6,G4,Allegiant Air,ALB,"Albany, NY: Albany International"
6,G4,Allegiant Air,ATW,"Appleton, WI: Appleton International"
6,G4,Allegiant Air,AUS,"Austin, TX: Austin - Bergstrom International"
6,G4,Allegiant Air,AVL,"Asheville, NC: Asheville Regional"
6,G4,Allegiant Air,AZA,"Phoenix, AZ: Phoenix - Mesa Gateway"
6,G4,Allegiant Air,BGR,"Bangor, ME: Bangor International"
6,G4,Allegiant Air,BIL,"Billings, MT: Billings Logan International"
6,G4,Allegiant Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal"
6,G4,Allegiant Air,BLI,"Bellingham, WA: Bellingham International"
6,G4,Allegiant Air,BLV,"Belleville, IL: Scott AFB MidAmerica St Louis"
6,G4,Allegiant Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
6,G4,Allegiant Air,BNA,"Nashville, TN: Nashville International"
6,G4,Allegiant Air,BOI,"Boise, ID: Boise Air Terminal"
6,G4,Allegiant Air,BOS,"Boston, MA: Logan International"
6,G4,Allegiant Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
6,G4,Allegiant Air,BZN,"Bozeman, MT: Bozeman Yellowstone International"
6,G4,Allegiant Air,CAK,"Akron, OH: Akron-Canton Regional"
6,G4,Allegiant Air,CHA,"Chattanooga, TN: Lovell Field"
6,G4,Allegiant Air,CHS,"Charleston, SC: Charleston AFB/International"
6,G4,Allegiant Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
6,G4,Allegiant Air,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia"
6,G4,Allegiant Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
6,G4,Allegiant Air,DAY,"Dayton, OH: James M Cox/Dayton International"
6,G4,Allegiant Air,DEN,"Denver, CO: Denver International"
6,G4,Allegiant Air,DSM,"Des Moines, IA: Des Moines International"
6,G4,Allegiant Air,ELM,"Elmira/Corning, NY: Elmira/Corning Regional"
6,G4,Allegiant Air,ELP,"El Paso, TX: El Paso International"
6,G4,Allegiant Air,EUG,"Eugene, OR: Mahlon Sweet Field"
6,G4,Allegiant Air,EVV,"Evansville, IN: Evansville Regional"
6,G4,Allegiant Air,EWR,"Newark, NJ: Newark Liberty International"
6,G4,Allegiant Air,EYW,"Key West, FL: Key West International"
6,G4,Allegiant Air,FAR,"Fargo, ND: Hector International"
6,G4,Allegiant Air,FAT,"Fresno, CA: Fresno Yosemite International"
6,G4,Allegiant Air,FCA,"Kalispell, MT: Glacier Park International"
6,G4,Allegiant Air,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International"
6,G4,Allegiant Air,FNT,"Flint, MI: Bishop International"
6,G4,Allegiant Air,FSD,"Sioux Falls, SD: Joe Foss Field"
6,G4,Allegiant Air,FWA,"Fort Wayne, IN: Fort Wayne International"
6,G4,Allegiant Air,GEG,"Spokane, WA: Spokane International"
6,G4,Allegiant Air,GFK,"Grand Forks, ND: Grand Forks International"
6,G4,Allegiant Air,GJT,"Grand Junction, CO: Grand Junction Regional"
6,G4,Allegiant Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
6,G4,Allegiant Air,GRI,"Grand Island, NE: Central Nebraska Regional"
6,G4,Allegiant Air,GRR,"Grand Rapids, MI: Gerald R. Ford International"
6,G4,Allegiant Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International"
6,G4,Allegiant Air,GSP,"Greer, SC: Greenville-Spartanburg International"
6,G4,Allegiant Air,GTF,"Great Falls, MT: Great Falls International"
6,G4,Allegiant Air,HGR,"Hagerstown, MD: Hagerstown Regional-Richard A. Henson Field"
6,G4,Allegiant Air,HOU,"Houston, TX: William P Hobby"
6,G4,Allegiant Air,HTS,"Ashland, WV: Tri-State/Milton J. Ferguson Field"
6,G4,Allegiant Air,IAD,"Washington, DC: Washington Dulles International"
6,G4,Allegiant Air,IAG,"Niagara Falls, NY: Niagara Falls International"
6,G4,Allegiant Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National"
6,G4,Allegiant Air,IDA,"Idaho Falls, ID: Idaho Falls Regional"
6,G4,Allegiant Air,IND,"Indianapolis, IN: Indianapolis International"
6,G4,Allegiant Air,JAX,"Jacksonville, FL: Jacksonville International"
6,G4,Allegiant Air,LAS,"Las Vegas, NV: Harry Reid International"
6,G4,Allegiant Air,LAX,"Los Angeles, CA: Los Angeles International"
6,G4,Allegiant Air,LCK,"Columbus, OH: Rickenbacker International"
6,G4,Allegiant Air,LEX,"Lexington, KY: Blue Grass"
6,G4,Allegiant Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
6,G4,Allegiant Air,LRD,"Laredo, TX: Laredo International"
6,G4,Allegiant Air,MCI,"Kansas City, MO: Kansas City International"
6,G4,Allegiant Air,MDT,"Harrisburg, PA: Harrisburg International"
6,G4,Allegiant Air,MDW,"Chicago, IL: Chicago Midway International"
6,G4,Allegiant Air,MEM,"Memphis, TN: Memphis International"
6,G4,Allegiant Air,MFE,"Mission/McAllen/Edinburg, TX: McAllen International"
6,G4,Allegiant Air,MFR,"Medford, OR: Rogue Valley International - Medford"
6,G4,Allegiant Air,MLB,"Melbourne, FL: Melbourne Orlando International"
6,G4,Allegiant Air,MLI,"Moline, IL: Quad Cities International"
6,G4,Allegiant Air,MOT,"Minot, ND: Minot International"
6,G4,Allegiant Air,MRY,"Monterey, CA: Monterey Regional"
6,G4,Allegiant Air,MSO,"Missoula, MT: Missoula Montana"
6,G4,Allegiant Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International"
6,G4,Allegiant Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International"
6,G4,Allegiant Air,MYR,"Myrtle Beach, SC: Myrtle Beach International"
6,G4,Allegiant Air,OAK,"Oakland, CA: Metro Oakland International"
6,G4,Allegiant Air,OKC,"Oklahoma City, OK: Will Rogers World"
6,G4,Allegiant Air,OMA,"Omaha, NE: Eppley Airfield"
6,G4,Allegiant Air,ORF,"Norfolk, VA: Norfolk International"
6,G4,Allegiant Air,PBG,"Plattsburgh, NY: Plattsburgh International"
6,G4,Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International"
6,G4,Allegiant Air,PDX,"Portland, OR: Portland International"
6,G4,Allegiant Air,PGD,"Punta Gorda, FL: Punta Gorda Airport"
6,G4,Allegiant Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International"
6,G4,Allegiant Air,PIA,"Peoria, IL: General Downing - Peoria International"
6,G4,Allegiant Air,PIE,"St. Petersburg, FL: St Pete Clearwater International"
6,G4,Allegiant Air,PIT,"Pittsburgh, PA: Pittsburgh International"
6,G4,Allegiant Air,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities"
6,G4,Allegiant Air,PSM,"Portsmouth, NH: Portsmouth International at Pease"
6,G4,Allegiant Air,PVD,"Providence, RI: Rhode Island Tf Green International"
6,G4,Allegiant Air,PVU,"Provo, UT: Provo Municipal"
6,G4,Allegiant Air,RAP,"Rapid City, SD: Rapid City Regional"
6,G4,Allegiant Air,RFD,"Rockford, IL: Chicago/Rockford International"
6,G4,Allegiant Air,RIC,"Richmond, VA: Richmond International"
6,G4,Allegiant Air,RNO,"Reno, NV: Reno/Tahoe International"
6,G4,Allegiant Air,ROA,"Roanoke, VA: Roanoke Blacksburg Regional"
6,G4,Allegiant Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International"
6,G4,Allegiant Air,SAN,"San Diego, CA: San Diego International"
6,G4,Allegiant Air,SAT,"San Antonio, TX: San Antonio International"
6,G4,Allegiant Air,SAV,"Savannah, GA: Savannah/Hilton Head International"
6,G4,Allegiant Air,SBN,"South Bend, IN: South Bend International"
6,G4,Allegiant Air,SCK,"Stockton, CA: Stockton Metro"
6,G4,Allegiant Air,SDF,"Louisville, KY: Louisville Muhammad Ali International"
6,G4,Allegiant Air,SFB,"Sanford, FL: Orlando Sanford International"
6,G4,Allegiant Air,SGF,"Springfield, MO: Springfield-Branson National"
6,G4,Allegiant Air,SHV,"Shreveport, LA: Shreveport Regional"
6,G4,Allegiant Air,SMX,"Santa Maria, CA: Santa Maria Public/Capt. G. Allan Hancock Field"
6,G4,Allegiant Air,SNA,"Santa Ana, CA: John Wayne Airport-Orange County"
6,G4,Allegiant Air,SPI,"Springfield, IL: Abraham Lincoln Capital"
6,G4,Allegiant Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
6,G4,Allegiant Air,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International"
6,G4,Allegiant Air,SYR,"Syracuse, NY: Syracuse Hancock International"
6,G4,Allegiant Air,TOL,"Toledo, OH: Eugene F Kranz Toledo Express"
6,G4,Allegiant Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
6,G4,Allegiant Air,TUL,"Tulsa, OK: Tulsa International"
6,G4,Allegiant Air,TVC,"Traverse City, MI: Cherry Capital"
6,G4,Allegiant Air,TYS,"Knoxville, TN: McGhee Tyson"
6,G4,Allegiant Air,USA,"Concord, NC: Concord Padgett Regional"
6,G4,Allegiant Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
6,G4,Allegiant Air,XNA,"Fayetteville, AR: Northwest Arkansas National"
6,HA,Hawaiian Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International"
6,HA,Hawaiian Airlines Inc.,BOS,"Boston, MA: Logan International"
6,HA,Hawaiian Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International"
6,HA,Hawaiian Airlines Inc.,ITO,"Hilo, HI: Hilo International"
6,HA,Hawaiian Airlines Inc.,JFK,"New York, NY: John F. Kennedy International"
6,HA,Hawaiian Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole"
6,HA,Hawaiian Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International"
6,HA,Hawaiian Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International"
6,HA,Hawaiian Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport"
6,HA,Hawaiian Airlines Inc.,LIH,"Lihue, HI: Lihue Airport"
6,HA,Hawaiian Airlines Inc.,OAK,"Oakland, CA: Metro Oakland International"
6,HA,Hawaiian Airlines Inc.,OGG,"Kahului, HI: Kahului Airport"
6,HA,Hawaiian Airlines Inc.,ONT,"Ontario, CA: Ontario International"
6,HA,Hawaiian Airlines Inc.,PDX,"Portland, OR: Portland International"
6,HA,Hawaiian Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International"
6,HA,Hawaiian Airlines Inc.,PPG,"Pago Pago, TT: Pago Pago International"
6,HA,Hawaiian Airlines Inc.,SAN,"San Diego, CA: San Diego International"
6,HA,Hawaiian Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International"
6,HA,Hawaiian Airlines Inc.,SFO,"San Francisco, CA: San Francisco International"
6,HA,Hawaiian Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International"
6,HA,Hawaiian Airlines Inc.,SMF,"Sacramento, CA: Sacramento International"
6,MQ,Envoy Air,ABI,"Abilene, TX: Abilene Regional"
6,MQ,Envoy Air,ABQ,"Albuquerque, NM: Albuquerque International Sunport"
6,MQ,Envoy Air,ACK,"Nantucket, MA: Nantucket Memorial"
6,MQ,Envoy Air,AGS,"Augusta, GA: Augusta Regional at Bush Field"
6,MQ,Envoy Air,AMA,"Amarillo, TX: Rick Husband Amarillo International"
6,MQ,Envoy Air,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International"
6,MQ,Envoy Air,AUS,"Austin, TX: Austin - Bergstrom International"
6,MQ,Envoy Air,AVL,"Asheville, NC: Asheville Regional"
6,MQ,Envoy Air,BFL,"Bakersfield, CA: Meadows Field"
6,MQ,Envoy Air,BGR,"Bangor, ME: Bangor International"
6,MQ,Envoy Air,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International"
6,MQ,Envoy Air,BIL,"Billings, MT: Billings Logan International"
6,MQ,Envoy Air,BIS,"Bismarck/Mandan, ND: Bismarck Municipal"
6,MQ,Envoy Air,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington"
6,MQ,Envoy Air,BNA,"Nashville, TN: Nashville International"
6,MQ,Envoy Air,BOS,"Boston, MA: Logan International"
6,MQ,Envoy Air,BRO,"Brownsville, TX: Brownsville South Padre Island International"
6,MQ,Envoy Air,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field"
6,MQ,Envoy Air,BTV,"Burlington, VT: Burlington International"
6,MQ,Envoy Air,BUF,"Buffalo, NY: Buffalo Niagara International"
6,MQ,Envoy Air,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall"
6,MQ,Envoy Air,CHA,"Chattanooga, TN: Lovell Field"
6,MQ,Envoy Air,CHS,"Charleston, SC: Charleston AFB/International"
6,MQ,Envoy Air,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa"
6,MQ,Envoy Air,CLE,"Cleveland, OH: Cleveland-Hopkins International"
6,MQ,Envoy Air,CLL,"College Station/Bryan, TX: Easterwood Field"
6,MQ,Envoy Air,CLT,"Charlotte, NC: Charlotte Douglas International"
6,MQ,Envoy Air,CMH,"Columbus, OH: John Glenn Columbus International"
6,MQ,Envoy Air,CMI,"Champaign/Urbana, IL: University of Illinois/Willard"
6,MQ,Envoy Air,COU,"Columbia, MO: Columbia Regional"
6,MQ,Envoy Air,CRP,"Corpus Christi, TX: Corpus Christi International"
6,MQ,Envoy Air,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International"
6,MQ,Envoy Air,DAB,"Daytona Beach, FL: Daytona Beach International"
6,MQ,Envoy Air,DAY,"Dayton, OH: James M Cox/Dayton International"
6,MQ,Envoy Air,DCA,"Washington, DC: Ronald Reagan Washington National"
6,MQ,Envoy Air,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International"
6,MQ,Envoy Air,DSM,"Des Moines, IA: Des Moines International"
6,MQ,Envoy Air,ECP,"Panama City, FL: Northwest Florida Beaches International"
6,MQ,Envoy Air,ELP,"El Paso, TX: El Paso International"
6,MQ,Envoy Air,EUG,"Eugene, OR: Mahlon Sweet Field"
6,MQ,Envoy Air,EVV,"Evansville, IN: Evansville Regional"
6,MQ,Envoy Air,EYW,"Key West, FL: Key West International"
6,MQ,Envoy Air,FAR,"Fargo, ND: Hector International"
6,MQ,Envoy Air,FSD,"Sioux Falls, SD: Joe Foss Field"
6,MQ,Envoy Air,FSM,"Fort Smith, AR: Fort Smith Regional"
6,MQ,Envoy Air,FWA,"Fort Wayne, IN: Fort Wayne International"
6,MQ,Envoy Air,GJT,"Grand Junction, CO: Grand Junction Regional"
6,MQ,Envoy Air,GNV,"Gainesville, FL: Gainesville Regional"
6,MQ,Envoy Air,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International"
6,MQ,Envoy Air,GRB,"Green Bay, WI: Green Bay Austin Straubel International"
6,MQ,Envoy Air,GRK,"Killeen, TX: Robert Gray AAF"
6,MQ,Envoy Air,GSO,"Greensboro/High Point, NC: Piedmont Triad International"
6,MQ,Envoy Air,GSP,"Greer, SC: Greenville-Spartanburg International"
6,MQ,Envoy Air,HHH,"Hilton Head, SC: Hilton Head Airport"
6,MQ,Envoy Air,HOU,"Houston, TX: William P Hobby"
6,MQ,Envoy Air,HPN,"White Plains, NY: Westchester County"
6,MQ,Envoy Air,HRL,"Harlingen/San Benito, TX: Valley International"
6,MQ,Envoy Air,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field"
6,MQ,Envoy Air,IAD,"Washington, DC: Washington Dulles International"
6,MQ,Envoy Air,IAH,"Houston, TX: George Bush Intercontinental/Houston"
6,MQ,Envoy Air,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National"
6,MQ,Envoy Air,ILM,"Wilmington, NC: Wilmington International"
6,MQ,Envoy Air,IND,"Indianapolis, IN: Indianapolis International"
6,MQ,Envoy Air,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International"
6,MQ,Envoy Air,JAX,"Jacksonville, FL: Jacksonville International"
6,MQ,Envoy Air,LBB,"Lubbock, TX: Lubbock Preston Smith International"
6,MQ,Envoy Air,LEX,"Lexington, KY: Blue Grass"
6,MQ,Envoy Air,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field"
6,MQ,Envoy Air,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field"
6,MQ,Envoy Air,LRD,"Laredo, TX: Laredo International"
6,MQ,Envoy Air,MAF,"Midland/Odessa, TX: Midland International Air and Space Port"
6,MQ,Envoy Air,MCI,"Kansas City, MO: Kansas City International"
6,MQ,Envoy Air,MEM,"Memphis, TN: Memphis International"
6,MQ,Envoy Air,MGM,"Montgomery, AL: Montgomery Regional"
6,MQ,Envoy Air,MHT,"Manchester, NH: Manchester Boston Regional"
6,MQ,Envoy Air,MIA,"Miami, FL: Miami International"
6,MQ,Envoy Air,MLI,"Moline, IL: Quad Cities International"
6,MQ,Envoy Air,MLU,"Monroe, LA: Monroe Regional"
6,MQ,Envoy Air,MOB,"Mobile, AL: Mobile Regional"
6,MQ,Envoy Air,MQT,"Marquette, MI: Marquette Sawyer Regional"
6,MQ,Envoy Air,MRY,"Monterey, CA: Monterey Regional"
6,MQ,Envoy Air,MSO,"Missoula, MT: Missoula Montana"
6,MQ,Envoy Air,MSP,"Minneapolis, MN: Minneapolis-St Paul International"
6,MQ,Envoy Air,MSY,"New Orleans, LA: Louis Armstrong New Orleans International"
6,MQ,Envoy Air,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport"
6,MQ,Envoy Air,OKC,"Oklahoma City, OK: Will Rogers World"
6,MQ,Envoy Air,OMA,"Omaha, NE: Eppley Airfield"
6,MQ,Envoy Air,ONT,"Ontario, CA: Ontario International"
6,MQ,Envoy Air,ORD,"Chicago, IL: Chicago O'Hare International"
6,MQ,Envoy Air,ORF,"Norfolk, VA: Norfolk International"
6,MQ,Envoy Air,PHX,"Phoenix, AZ: Phoenix Sky Harbor International"
6,MQ,Envoy Air,PIA,"Peoria, IL: General Downing - Peoria International"
6,MQ,Envoy Air,PIT,"Pittsburgh, PA: Pittsburgh International"
6,MQ,Envoy Air,PNS,"Pensacola, FL: Pensacola International"
6,MQ,Envoy Air,PVD,"Providence, RI: Rhode Island Tf Green International"
6,MQ,Envoy Air,PWM,"Portland, ME: Portland International Jetport"
6,MQ,Envoy Air,RAP,"Rapid City, SD: Rapid City Regional"
6,MQ,Envoy Air,RDU,"Raleigh/Durham, NC: Raleigh-Durham International"
6,MQ,Envoy Air,RIC,"Richmond, VA: Richmond International"
6,MQ,Envoy Air,RNO,"Reno, NV: Reno/Tahoe International"
6,MQ,Envoy Air,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International"
6,MQ,Envoy Air,RST,"Rochester, MN: Rochester International"
6,MQ,Envoy Air,SAT,"San Antonio, TX: San Antonio International"
6,MQ,Envoy Air,SAV,"Savannah, GA: Savannah/Hilton Head International"
6,MQ,Envoy Air,SDF,"Louisville, KY: Louisville Muhammad Ali International"
6,MQ,Envoy Air,SGF,"Springfield, MO: Springfield-Branson National"
6,MQ,Envoy Air,SHV,"Shreveport, LA: Shreveport Regional"
6,MQ,Envoy Air,SJT,"San Angelo, TX: San Angelo Regional/Mathis Field"
6,MQ,Envoy Air,SLC,"Salt Lake City, UT: Salt Lake City International"
6,MQ,Envoy Air,SMF,"Sacramento, CA: Sacramento International"
6,MQ,Envoy Air,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International"
6,MQ,Envoy Air,STL,"St. Louis, MO: St Louis Lambert International"
6,MQ,Envoy Air,STS,"Santa Rosa, CA: Charles M. Schulz - Sonoma County"
6,MQ,Envoy Air,SYR,"Syracuse, NY: Syracuse Hancock International"
6,MQ,Envoy Air,TLH,"Tallahassee, FL: Tallahassee International"
6,MQ,Envoy Air,TPA,"Tampa, FL: Tampa International"
6,MQ,Envoy Air,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities"
6,MQ,Envoy Air,TUL,"Tulsa, OK: Tulsa International"
6,MQ,Envoy Air,TVC,"Traverse City, MI: Cherry Capital"
6,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson"
6,MQ,Envoy Air,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach"
6,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas National"
6,MQ,Envoy Air,YUM,"Yuma, AZ: Yuma MCAS/Yuma International"
